code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2
5250,Consumer Products & Services,1.3,1.21,1.56,0.0893,30.0,0.04,0.03,0.02,1.77,49.05,61.69,6.06,0.48
7214,Industrial Products & Services,0.415,0.27,0.565,0.8,6.0,0.07,0.17,0.02,6.02,8.26,8.62,0.01,0.0
7086,Industrial Products & Services,0.075,0.04,0.095,0.17,-29.0,-0.0,-0.0,0.0,0.0,-1.53,-2.18,0.0,0.0
5198,Industrial Products & Services,0.38,0.255,0.71,0.89,37.0,0.01,0.03,0.0,0.0,1.16,2.69,0.07,0.08
7131,Property,0.225,0.165,0.335,0.34,8.0,0.03,0.13,0.0,0.0,8.24,12.88,0.0,0.0
7120,Consumer Products & Services,0.395,0.22,0.42,0.52,-48.0,-0.01,-0.03,0.0,0.0,-1.58,-7.53,0.17,0.06
1481,Consumer Products & Services,0.115,0.07,0.24,0.51,1.0,0.08,0.7,0.0,2.17,15.94,16.58,0.18,0.18
5281,Construction,0.385,0.21,0.455,0.48,14.0,0.03,0.08,0.01,1.56,5.58,5.96,0.34,0.43
9148,Industrial Products & Services,1.9,1.68,2.4,1.53,-272.0,-0.01,-0.01,0.06,3.16,-0.46,-0.49,0.0,0.0
7191,Health Care,1.08,0.28,1.43,0.44,7.0,0.16,0.15,0.07,6.48,36.27,0.17,0.05,0.28
7146,Industrial Products & Services,0.115,0.04,0.13,0.2,-45.0,-0.0,-0.0,0.0,0.0,-1.3,-1.51,0.01,0.01
6599,Consumer Products & Services,1.08,0.91,1.83,1.19,18.0,0.06,0.06,0.04,3.7,5.03,5.88,1.35,1.39
5139,Financial Services,9.05,7.7,17.0,6.14,8.0,1.15,0.13,0.36,4.01,18.75,15.11,3.21,3.21
5185,Financial Services,1.55,1.25,2.18,4.7,6.0,0.25,0.16,0.0,0.0,5.23,5.42,0.4,0.4
7145,Construction,0.165,0.05,0.2,0.51,9.0,0.02,0.12,0.0,0.0,3.63,1.35,0.0,0.07
7315,Consumer Products & Services,0.08,0.04,0.165,0.167,-3.0,-0.03,-0.38,0.0,0.0,-16.11,4.09,0.0,0.0
7078,Construction,0.22,0.115,0.465,0.7139,-4.0,-0.05,-0.23,0.0,0.0,-7.19,3.14,5.24,5.0
5099,Consumer Products & Services,0.75,0.5,2.15,1.33,-8.0,-0.1,-0.13,0.0,0.0,-7.24,24.85,2.21,0.1
5238,Consumer Products & Services,0.1,0.04,0.25,0.05,-1.0,-0.12,-1.2,0.0,0.0,-236.0,-38.6,25.53,0.86
2658,Consumer Products & Services,14.12,9.96,17.88,7.91,15.0,0.92,0.07,0.47,3.33,11.61,12.54,0.0,0.0
7609,Industrial Products & Services,0.365,0.2,0.53,1.19,15.0,0.03,0.08,0.0,0.0,2.11,1.46,0.0,0.0
5116,Real Estate Investment Trusts,1.36,1.19,1.65,1.3024,13.0,0.1,0.07,0.08,5.7,7.95,7.99,0.68,0.68
5269,Real Estate Investment Trusts,0.75,0.595,0.94,1.076,12.0,0.06,0.08,0.05,7.13,5.79,5.81,0.14,0.14
5115,Energy,0.085,0.03,0.2,0.37,-1.0,-0.06,-0.71,0.0,0.0,-16.49,-34.22,0.19,0.22
2674,Industrial Products & Services,0.425,0.18,0.6,0.91,-324.0,-0.0,-0.0,0.0,0.0,-0.14,0.26,0.89,0.89
2488,Financial Services,2.09,1.48,3.9,3.82,7.0,0.28,0.13,0.17,7.99,7.41,9.61,0.3,0.29
1163,Financial Services,13.9,11.4,16.87,20.77,5.0,2.78,0.2,0.65,4.68,13.4,12.1,0.01,0.01
2682,Industrial Products & Services,0.19,0.16,0.33,0.9812,-10.0,-0.02,-0.11,0.0,0.0,-1.94,-2.02,0.03,0.03
4952,Real Estate Investment Trusts,0.71,0.58,0.83,1.2674,12.0,0.06,0.08,0.06,8.1,4.57,4.53,0.45,0.44
5127,Real Estate Investment Trusts,0.665,0.5,0.86,1.3378,11.0,0.06,0.09,0.06,9.32,4.63,4.57,0.62,0.62
1007,Property,0.335,0.26,0.58,1.45,11.0,0.03,0.09,0.03,8.96,2.01,2.49,0.27,0.36
5120,Real Estate Investment Trusts,0.45,0.32,0.515,1.2249,13.0,0.03,0.07,0.03,7.44,2.81,2.63,0.83,0.82
1015,Financial Services,3.0,2.82,4.55,6.08,6.0,0.52,0.17,0.2,6.67,8.47,8.8,0.35,0.44
7031,Telecommunications & Media,0.5,0.47,0.68,0.9411,5.0,0.1,0.2,0.0,0.0,10.31,10.14,0.0,0.0
6351,Consumer Products & Services,4.9,4.5,6.16,1.35,16.0,0.31,0.06,0.28,5.61,23.05,23.3,0.03,0.03
7083,Industrial Products & Services,1.04,0.815,1.16,2.48,24.0,0.04,0.04,0.02,1.92,1.75,1.5,0.04,0.04
4758,Industrial Products & Services,0.74,0.38,0.805,1.38,14.0,0.05,0.07,0.0,0.0,3.74,4.78,0.21,0.16
6556,Industrial Products & Services,0.71,0.415,1.65,2.23,-4.0,-0.16,-0.23,0.12,16.9,-7.2,11.72,0.01,0.0
9342,Industrial Products & Services,0.03,0.01,0.045,0.161,-8.0,-0.0,-0.0,0.0,0.0,-2.24,-2.39,0.0,0.0
5568,Industrial Products & Services,0.39,0.355,0.6,1.39,-15.0,-0.03,-0.08,0.0,0.0,-1.89,-0.79,0.0,0.0
5088,Financial Services,0.795,0.615,1.02,1.5,26.0,0.03,0.04,0.02,2.52,2.01,2.0,0.0,0.0
7090,Health Care,2.75,1.77,2.97,0.93,23.0,0.12,0.04,0.02,0.62,12.67,16.07,0.05,0.06
5194,Consumer Products & Services,0.005,0.005,0.02,0.0,0.0,0.04,8.0,0.0,0.0,0.0,-55.09,0.0,0.22
5015,Industrial Products & Services,1.69,1.5,3.0,6.51,13.0,0.14,0.08,0.12,7.1,2.08,3.12,0.01,0.0
6432,Consumer Products & Services,3.28,2.45,4.09,2.99,18.0,0.18,0.05,0.2,6.1,5.93,7.13,0.0,0.0
7181,Industrial Products & Services,0.36,0.095,0.51,0.4,3.0,0.12,0.33,0.0,0.0,30.08,49.84,0.0,0.0
7007,Property,0.16,0.115,0.33,0.27,-6.0,-0.03,-0.19,0.0,0.0,-10.56,-16.58,0.0,0.0
7722,Consumer Products & Services,0.445,0.35,0.58,0.86,9.0,0.05,0.11,0.0,0.0,5.55,3.2,0.03,0.0
7129,Consumer Products & Services,1.84,1.3,2.51,3.152,9.0,0.21,0.11,0.14,7.61,6.77,8.07,0.01,0.0
0159,Telecommunications & Media,0.06,0.03,0.09,-1.69,-5.0,-0.01,-0.17,0.0,0.0,0.78,-222.16,0.0,0.0
4057,Property,0.095,0.055,0.14,1.029,2.0,0.06,0.63,0.0,0.0,5.79,5.17,0.24,0.2
7162,Industrial Products & Services,0.54,0.37,0.76,1.44,6.0,0.09,0.17,0.01,1.85,6.32,6.37,0.05,0.0
7054,Plantation,0.12,0.05,0.235,0.2834,-8.0,-0.01,-0.08,0.0,0.0,-5.12,-2.6,0.06,0.06
6399,Telecommunications & Media,0.985,0.705,1.61,0.1641,8.0,0.13,0.13,0.08,7.61,76.6,74.73,3.91,5.29
8176,Industrial Products & Services,0.99,0.665,1.85,0.55,12.0,0.08,0.08,0.03,3.32,14.64,21.54,0.17,0.16
7048,Consumer Products & Services,3.73,3.68,4.48,2.03,38.0,0.1,0.03,0.2,5.36,4.82,7.59,0.23,0.06
5130,Real Estate Investment Trusts,1.01,0.805,1.241,1.2786,59.0,0.02,0.02,0.05,5.13,1.34,1.57,0.54,0.54
7099,Industrial Products & Services,0.445,0.375,0.59,1.64,4.0,0.11,0.25,0.0,0.0,6.77,2.58,0.01,0.01
8885,Consumer Products & Services,0.065,0.02,0.18,0.2338,-2.0,-0.04,-0.62,0.0,0.0,-15.23,-14.4,0.22,0.22
7579,Industrial Products & Services,0.44,0.195,0.755,0.698,12.0,0.04,0.09,0.02,3.41,5.34,11.81,0.12,0.08
6888,Telecommunications & Media,3.7,3.01,5.28,1.7,40.0,0.09,0.02,0.1,2.57,5.42,8.66,1.01,1.03
5106,Real Estate Investment Trusts,1.99,1.66,2.06,1.4587,14.0,0.15,0.08,0.09,4.65,10.07,11.18,0.24,0.24
2305,Property,5.55,3.8,6.21,6.99,35.0,0.16,0.03,0.05,0.9,2.29,2.57,0.0,0.0
5021,Industrial Products & Services,0.18,0.115,0.33,0.69,-9.0,-0.02,-0.11,0.01,5.56,-2.75,5.88,0.06,0.0
7005,Industrial Products & Services,0.27,0.17,0.43,0.56,-18.0,-0.01,-0.04,0.0,0.0,-2.66,3.29,0.03,0.03
7251,Energy,0.02,0.01,0.08,-22.1,0.0,-0.37,-18.5,0.0,0.0,1.66,-69.13,0.0,0.84
1899,Plantation,13.96,11.0,17.68,14.32,19.0,0.74,0.05,0.6,4.3,5.2,5.94,1.03,1.0
6602,Property,0.265,0.19,0.395,1.18,2.0,0.12,0.45,0.0,0.0,9.75,8.32,0.42,0.51
5190,Construction,0.115,0.045,0.205,0.66,-2.0,-0.06,-0.52,0.0,0.0,-8.35,-0.03,0.32,0.29
3239,Property,0.28,0.245,0.315,0.85,-9.0,-0.03,-0.11,0.0,0.0,-3.52,-3.64,0.29,0.3
3395,Industrial Products & Services,0.19,0.17,0.275,1.2031,-5.0,-0.04,-0.21,0.0,0.0,-3.22,-5.16,0.62,0.55
5196,Consumer Products & Services,1.1,1.0,1.8,1.0423,25.0,0.04,0.04,0.04,3.64,4.24,0.3,0.77,0.36
4219,Consumer Products & Services,0.18,0.105,0.24,0.82,12.0,0.02,0.11,0.0,0.0,1.89,-4.32,0.53,0.44
6025,Telecommunications & Media,0.105,0.075,0.27,-0.04,-2.0,-0.05,-0.48,0.0,0.0,129.75,-187.92,0.0,0.0
1562,Consumer Products & Services,2.31,1.94,2.82,0.59,20.0,0.12,0.05,0.16,6.93,19.78,30.63,1.2,0.73
5248,Consumer Products & Services,1.31,0.935,2.78,0.4118,10.0,0.14,0.11,0.21,16.22,33.0,50.71,0.13,0.0
9814,Property,0.11,0.11,0.285,0.82,-1.0,-0.08,-0.73,0.0,0.0,-9.63,-10.39,0.03,0.11
5258,Financial Services,3.58,2.79,4.72,3.34,8.0,0.44,0.12,0.16,4.47,13.14,14.27,0.41,0.43
6173,Property,0.295,0.19,0.43,1.53,18.0,0.02,0.07,0.0,0.0,1.09,-8.66,0.07,0.08
5932,Construction,0.07,0.03,0.181,0.3757,90.0,0.0,0.0,0.0,0.0,0.21,1.34,0.71,0.76
6998,Industrial Products & Services,0.11,0.04,0.15,0.29,12.0,0.01,0.09,0.0,0.0,3.03,0.44,1.36,1.25
5032,Transportation & Logistics,4.2,3.27,5.06,2.9391,16.0,0.26,0.06,0.14,3.33,8.94,9.93,1.05,1.05
5069,Plantation,5.2,5.0,6.78,5.99,-66.0,-0.08,-0.02,0.0,0.0,-1.32,4.88,0.19,0.09
0168,Industrial Products & Services,0.535,0.3,0.79,0.41,10.0,0.05,0.09,0.02,3.74,13.0,13.47,0.02,0.02
